timestamp,city,temp,humidity,pressure,wind_speed,pm25,pm10,co,no2,so2,o3,aqi
2026-06-30 14:00:00+00:00,Islamabad,32.9,56,996.8,2.42,58.0,76.8,310.0,13.2,10.2,147.0,163
2026-06-30 15:00:00+00:00,Islamabad,32.1,63,997.1,0.84,57.0,73.8,307.0,16.3,9.9,133.0,156
2026-06-30 16:00:00+00:00,Islamabad,31.6,65,998.4,0.8,56.0,69.8,423.0,19.6,9.3,120.0,146
2026-06-30 17:00:00+00:00,Islamabad,30.9,66,999.3,1.0,54.1,68.2,594.0,23.1,8.6,106.0,135
2026-06-30 18:00:00+00:00,Islamabad,31.7,64,998.8,1.48,53.4,68.0,709.0,26.1,8.0,93.0,136
2026-06-30 19:00:00+00:00,Islamabad,30.7,66,998.5,1.42,53.7,67.1,712.0,28.8,7.5,79.0,136
2026-06-30 20:00:00+00:00,Islamabad,30.2,67,998.5,1.73,52.9,64.0,658.0,31.0,7.0,67.0,137
2026-06-30 21:00:00+00:00,Islamabad,29.7,71,998.5,0.87,50.5,60.5,595.0,31.1,6.6,60.0,137
2026-06-30 22:00:00+00:00,Islamabad,29.6,69,998.7,1.08,48.4,59.6,523.0,27.6,6.3,62.0,137
2026-06-30 23:00:00+00:00,Islamabad,26.5,81,999.7,3.18,48.2,62.4,443.0,22.1,6.0,70.0,137
2026-07-01 00:00:00+00:00,Islamabad,25.7,90,998.6,2.07,35.4,48.3,406.0,7.5,5.7,126.0,137
2026-07-01 01:00:00+00:00,Islamabad,26.3,89,999.3,1.25,28.8,37.7,461.0,10.1,6.3,125.0,136
2026-07-01 02:00:00+00:00,Islamabad,27.6,84,999.2,0.47,27.6,41.0,559.0,13.5,7.2,125.0,134
2026-07-01 03:00:00+00:00,Islamabad,29.2,72,1000.2,1.48,30.9,50.4,606.0,14.9,8.2,129.0,132
2026-07-01 04:00:00+00:00,Islamabad,28.8,70,1001.3,2.62,42.5,79.4,542.0,12.3,9.4,143.0,130
2026-07-01 05:00:00+00:00,Islamabad,30.9,62,1000.8,2.47,47.0,92.4,426.0,7.8,10.7,161.0,129
2026-07-01 06:00:00+00:00,Islamabad,33.2,54,1000.2,3.33,48.2,96.2,344.0,4.4,11.4,174.0,129
2026-07-01 07:00:00+00:00,Islamabad,33.4,55,1000.4,3.5,47.8,97.3,326.0,3.5,11.1,178.0,129
2026-07-01 08:00:00+00:00,Islamabad,30.6,70,1000.8,2.06,47.0,97.3,341.0,3.7,10.2,176.0,129
2026-07-01 09:00:00+00:00,Islamabad,32.0,61,999.7,2.39,46.1,97.6,381.0,4.5,9.5,173.0,128
2026-07-01 10:00:00+00:00,Islamabad,33.0,60,999.0,2.28,48.3,108.5,456.0,5.1,9.6,170.0,134
2026-07-01 11:00:00+00:00,Islamabad,32.1,63,998.7,2.78,44.2,95.2,555.0,6.1,9.9,164.0,144
2026-07-01 12:00:00+00:00,Islamabad,30.3,62,999.1,3.5,59.8,145.3,641.0,10.2,10.0,153.0,151
2026-07-01 13:00:00+00:00,Islamabad,27.1,85,999.6,2.79,63.6,154.6,699.0,13.6,10.2,141.0,153
2026-07-01 14:00:00+00:00,Islamabad,27.8,80,1000.1,2.38,65.4,156.0,744.0,18.2,10.5,125.0,149
2026-07-01 15:00:00+00:00,Islamabad,27.5,77,1000.5,2.88,60.1,122.5,780.0,22.1,10.4,111.0,139
2026-07-01 16:00:00+00:00,Islamabad,27.8,71,1000.5,2.03,50.3,91.5,817.0,24.7,9.7,101.0,132
2026-07-01 17:00:00+00:00,Islamabad,27.5,71,1001.5,1.52,48.4,86.8,845.0,26.4,8.7,94.0,131
2026-07-01 18:00:00+00:00,Islamabad,24.9,90,1002.0,1.63,48.7,85.7,834.0,26.6,7.6,89.0,131
2026-07-01 19:00:00+00:00,Islamabad,25.1,91,1001.2,0.25,47.7,81.5,758.0,24.4,6.4,88.0,130
2026-07-01 20:00:00+00:00,Islamabad,25.1,93,1001.2,0.46,39.9,62.4,644.0,20.7,5.2,89.0,130
2026-07-01 21:00:00+00:00,Islamabad,25.2,94,1000.8,0.67,32.1,44.5,543.0,17.2,4.3,92.0,128
2026-07-01 22:00:00+00:00,Islamabad,25.3,91,1001.3,1.22,32.5,43.1,465.0,14.0,3.7,96.0,127
2026-07-01 23:00:00+00:00,Islamabad,25.0,91,1001.7,0.38,29.0,36.7,400.0,11.1,3.4,101.0,125
2026-07-02 00:00:00+00:00,Islamabad,25.9,85,1001.5,0.76,43.2,55.6,367.0,27.8,7.5,59.0,123
2026-07-02 01:00:00+00:00,Islamabad,25.1,87,1002.8,1.46,48.3,60.3,392.0,26.6,8.8,67.0,124
2026-07-02 02:00:00+00:00,Islamabad,25.7,76,1003.0,1.21,44.9,62.9,449.0,24.7,10.7,79.0,126
2026-07-02 03:00:00+00:00,Islamabad,26.7,72,1003.3,1.15,47.1,84.8,482.0,22.1,12.9,97.0,127
2026-07-02 04:00:00+00:00,Islamabad,28.1,68,1003.4,1.74,49.2,91.3,461.0,18.2,15.9,125.0,129
2026-07-02 05:00:00+00:00,Islamabad,29.5,62,1003.2,1.45,47.3,87.5,417.0,13.6,19.1,158.0,130
2026-07-02 06:00:00+00:00,Islamabad,30.4,55,1003.5,1.66,44.2,79.6,384.0,9.8,20.9,184.0,130
2026-07-02 07:00:00+00:00,Islamabad,31.7,51,1002.8,2.15,45.3,80.6,376.0,7.3,20.0,197.0,129
2026-07-02 08:00:00+00:00,Islamabad,32.1,51,1001.8,2.17,46.9,84.3,381.0,5.6,17.7,203.0,129
2026-07-02 09:00:00+00:00,Islamabad,32.8,50,1001.0,2.58,48.0,87.8,393.0,4.9,15.7,203.0,129
2026-07-02 10:00:00+00:00,Islamabad,32.6,51,1000.5,2.44,48.8,90.8,411.0,4.1,14.7,199.0,132
2026-07-02 11:00:00+00:00,Islamabad,32.6,51,1000.1,2.31,49.5,93.4,437.0,4.2,14.0,190.0,155
2026-07-02 12:00:00+00:00,Islamabad,32.5,51,1000.2,2.24,44.6,85.2,472.0,7.8,9.5,155.0,170
2026-07-02 13:00:00+00:00,Islamabad,31.9,53,1000.4,1.73,47.0,97.6,502.0,20.4,9.8,132.0,175
2026-07-02 14:00:00+00:00,Islamabad,31.1,56,1000.6,1.06,52.0,97.1,541.0,37.7,10.1,99.0,171
2026-07-02 15:00:00+00:00,Islamabad,30.3,60,1000.9,0.86,58.0,103.1,639.0,50.8,10.2,73.0,157
2026-07-02 16:00:00+00:00,Islamabad,29.6,64,1001.8,0.92,60.5,103.8,888.0,56.0,9.9,60.0,133
2026-07-02 17:00:00+00:00,Islamabad,28.9,67,1002.3,0.87,60.1,96.6,1196.0,56.9,9.3,54.0,126
2026-07-02 18:00:00+00:00,Islamabad,29.2,69,1002.7,0.92,57.9,87.1,1331.0,55.9,8.6,49.0,127
2026-07-02 19:00:00+00:00,Islamabad,28.0,74,1003.1,0.95,56.0,81.0,1132.0,53.2,7.8,44.0,128
2026-07-02 20:00:00+00:00,Islamabad,27.5,78,1003.4,0.49,53.4,75.9,761.0,48.6,7.0,41.0,129
2026-07-02 21:00:00+00:00,Islamabad,25.7,83,1004.6,2.92,49.9,70.5,471.0,43.3,6.2,41.0,131
2026-07-02 22:00:00+00:00,Islamabad,22.9,96,1005.1,4.01,49.5,70.1,360.0,37.0,5.5,44.0,132
2026-07-02 23:00:00+00:00,Islamabad,23.8,93,1004.7,1.12,47.5,72.4,331.0,30.1,4.8,49.0,134
2026-07-03 00:00:00+00:00,Islamabad,23.5,93,1004.9,2.51,27.7,34.5,345.0,19.7,4.4,72.0,136
2026-07-03 01:00:00+00:00,Islamabad,23.9,93,1003.9,1.68,26.9,32.7,418.0,19.8,6.2,88.0,135
2026-07-03 02:00:00+00:00,Islamabad,25.1,84,1004.1,0.25,26.7,34.9,535.0,19.7,8.6,110.0,132
2026-07-03 03:00:00+00:00,Islamabad,27.4,68,1004.4,0.52,28.9,49.1,610.0,18.4,10.8,133.0,130
2026-07-03 04:00:00+00:00,Islamabad,29.8,58,1004.5,0.1,37.3,77.1,600.0,14.5,12.3,155.0,129
2026-07-03 05:00:00+00:00,Islamabad,31.4,55,1004.4,1.16,44.2,96.2,548.0,9.2,13.5,177.0,127
2026-07-03 06:00:00+00:00,Islamabad,32.1,54,1003.9,1.81,47.0,101.5,504.0,5.4,14.3,194.0,127
2026-07-03 07:00:00+00:00,Islamabad,33.4,51,1003.6,1.95,46.8,99.2,483.0,4.1,14.4,204.0,127
2026-07-03 08:00:00+00:00,Islamabad,34.1,49,1002.9,2.01,44.9,92.9,469.0,4.2,14.1,210.0,127
2026-07-03 09:00:00+00:00,Islamabad,34.4,49,1001.8,1.88,41.9,83.8,467.0,4.9,13.8,212.0,137
2026-07-03 10:00:00+00:00,Islamabad,34.7,47,1000.8,1.27,41.8,81.0,418.0,2.8,13.7,215.0,160
2026-07-03 11:00:00+00:00,Islamabad,34.9,44,999.8,1.32,41.6,78.5,379.0,1.3,13.8,215.0,177
2026-07-03 12:00:00+00:00,Islamabad,34.7,42,999.1,2.74,25.6,45.5,529.0,8.9,8.5,160.0,190
2026-07-03 13:00:00+00:00,Islamabad,33.8,45,999.2,2.29,26.0,47.0,1060.0,37.5,9.5,119.0,191
2026-07-03 14:00:00+00:00,Islamabad,32.1,55,999.4,1.1,35.2,53.9,1779.0,76.9,11.0,62.0,181
2026-07-03 15:00:00+00:00,Islamabad,30.1,65,999.7,0.92,48.0,69.2,2285.0,106.3,12.3,19.0,160
2026-07-03 16:00:00+00:00,Islamabad,28.4,75,1000.4,1.35,58.9,81.5,2407.0,117.8,13.7,3.0,124
2026-07-03 17:00:00+00:00,Islamabad,27.4,79,1000.8,1.43,62.4,85.2,2315.0,119.3,15.0,2.0,118
2026-07-03 18:00:00+00:00,Islamabad,27.4,75,1000.7,1.19,63.6,85.4,2127.0,113.8,15.3,6.0,118
2026-07-03 19:00:00+00:00,Islamabad,27.1,72,1000.9,1.11,61.2,80.6,1828.0,99.0,13.8,14.0,119
2026-07-03 20:00:00+00:00,Islamabad,26.9,70,1000.9,1.0,54.7,70.3,1431.0,77.2,11.4,28.0,119
2026-07-03 21:00:00+00:00,Islamabad,26.6,68,1001.3,1.55,48.8,61.2,1094.0,57.6,9.3,41.0,119
2026-07-03 22:00:00+00:00,Islamabad,26.8,64,1001.5,2.01,42.8,53.2,869.0,43.1,8.0,50.0,119
2026-07-03 23:00:00+00:00,Islamabad,27.0,64,1001.5,1.82,37.8,46.9,704.0,30.8,7.0,59.0,119
2026-07-04 00:00:00+00:00,Islamabad,27.5,63,1001.8,1.31,43.7,53.1,595.0,31.7,7.4,55.0,118
2026-07-04 01:00:00+00:00,Islamabad,27.6,66,1002.1,1.35,39.8,48.2,563.0,26.8,8.6,80.0,119
2026-07-04 02:00:00+00:00,Islamabad,29.5,59,1002.5,0.9,35.0,45.4,588.0,19.9,10.2,115.0,121
2026-07-04 03:00:00+00:00,Islamabad,31.0,56,1002.4,0.43,35.0,53.3,606.0,13.9,11.9,146.0,121
2026-07-04 04:00:00+00:00,Islamabad,32.7,50,1001.9,0.6,36.1,58.1,596.0,9.9,13.8,168.0,122
2026-07-04 05:00:00+00:00,Islamabad,34.5,43,1000.9,1.2,37.8,61.7,578.0,6.8,15.7,184.0,122
2026-07-04 06:00:00+00:00,Islamabad,35.1,41,1001.4,2.24,38.2,63.6,551.0,4.7,16.6,196.0,121
2026-07-04 07:00:00+00:00,Islamabad,35.7,38,1000.6,2.46,38.5,63.6,505.0,3.7,15.8,201.0,120
2026-07-04 08:00:00+00:00,Islamabad,36.3,36,999.3,2.26,38.8,63.3,451.0,3.6,14.1,200.0,120
2026-07-04 09:00:00+00:00,Islamabad,36.8,34,998.4,1.94,37.7,61.2,413.0,4.0,12.5,197.0,141
2026-07-04 10:00:00+00:00,Islamabad,36.9,32,997.6,1.75,36.4,59.1,337.0,0.8,11.4,195.0,162
2026-07-04 11:00:00+00:00,Islamabad,36.7,32,996.8,1.4,34.9,57.0,277.0,0.0,10.5,190.0,175
2026-07-04 12:00:00+00:00,Islamabad,36.9,30,996.6,2.46,30.7,50.1,429.0,8.1,10.3,174.0,182
2026-07-04 13:00:00+00:00,Islamabad,35.8,33,996.5,2.3,30.4,49.5,1009.0,39.5,11.3,130.0,183
2026-07-04 14:00:00+00:00,Islamabad,34.2,39,996.6,1.06,40.3,57.0,1801.0,82.4,12.7,69.0,174
2026-07-04 15:00:00+00:00,Islamabad,32.3,46,996.9,1.07,52.6,70.5,2344.0,111.4,13.5,25.0,154
2026-07-04 16:00:00+00:00,Islamabad,30.5,55,997.2,1.35,56.7,75.7,2428.0,114.5,13.4,13.0,119
2026-07-04 17:00:00+00:00,Islamabad,29.4,61,997.5,1.46,57.2,75.7,2263.0,103.7,12.8,18.0,119
2026-07-04 18:00:00+00:00,Islamabad,28.8,65,997.5,1.29,56.1,71.7,2026.0,89.3,12.0,27.0,118
2026-07-04 19:00:00+00:00,Islamabad,28.2,67,997.9,1.15,52.4,65.2,1737.0,72.0,11.0,40.0,118
2026-07-04 20:00:00+00:00,Islamabad,28.1,65,998.1,1.12,48.1,59.8,1375.0,51.1,9.9,57.0,117
2026-07-04 21:00:00+00:00,Islamabad,27.9,63,998.4,1.3,44.8,56.5,1050.0,34.3,9.1,72.0,116
2026-07-04 22:00:00+00:00,Islamabad,27.6,63,998.7,1.0,42.7,54.4,783.0,25.4,8.6,80.0,116
2026-07-04 23:00:00+00:00,Islamabad,27.7,59,999.2,1.19,41.7,53.2,552.0,20.7,8.3,85.0,116
2026-07-05 00:00:00+00:00,Islamabad,28.1,63,999.5,1.88,40.2,50.3,402.0,25.0,8.5,70.0,116
2026-07-05 01:00:00+00:00,Islamabad,28.4,66,999.9,1.69,39.8,50.1,378.0,20.6,9.8,93.0,116
2026-07-05 02:00:00+00:00,Islamabad,30.2,63,1000.1,1.1,41.7,54.2,433.0,14.4,11.6,126.0,116
2026-07-05 03:00:00+00:00,Islamabad,32.0,58,1000.1,1.29,49.7,67.3,475.0,9.3,13.2,154.0,116
2026-07-05 04:00:00+00:00,Islamabad,33.4,53,999.9,2.0,55.1,75.4,466.0,6.5,14.5,173.0,118
2026-07-05 05:00:00+00:00,Islamabad,34.4,49,999.6,1.36,57.2,78.9,443.0,4.9,15.5,188.0,120
2026-07-05 06:00:00+00:00,Islamabad,35.3,43,1000.0,1.42,55.5,78.5,421.0,3.8,15.7,196.0,122
2026-07-05 07:00:00+00:00,Islamabad,36.2,40,999.2,1.9,51.1,73.3,405.0,3.0,14.4,196.0,124
2026-07-05 08:00:00+00:00,Islamabad,37.0,37,998.3,2.15,46.6,67.1,389.0,2.8,12.2,191.0,125
2026-07-05 09:00:00+00:00,Islamabad,37.5,35,997.5,2.18,43.5,63.1,379.0,2.9,10.4,184.0,147
2026-07-05 10:00:00+00:00,Islamabad,37.6,33,996.8,1.98,41.0,60.1,338.0,2.1,9.5,180.0,162
2026-07-05 11:00:00+00:00,Islamabad,37.5,33,996.3,1.61,38.6,57.7,302.0,1.7,9.0,174.0,171
2026-07-05 12:00:00+00:00,Islamabad,37.9,33,995.7,1.5,47.6,74.3,379.0,5.6,8.9,162.0,174
2026-07-05 13:00:00+00:00,Islamabad,36.3,38,995.9,1.66,45.3,71.7,707.0,28.6,9.9,127.0,172
2026-07-05 14:00:00+00:00,Islamabad,34.7,46,996.0,1.01,56.8,81.5,1149.0,59.7,11.3,80.0,162
2026-07-05 15:00:00+00:00,Islamabad,32.8,54,996.0,0.8,66.4,90.1,1403.0,78.1,12.0,48.0,142
2026-07-05 16:00:00+00:00,Islamabad,31.3,61,996.5,0.45,63.6,79.6,1293.0,71.8,11.6,46.0,134
2026-07-05 17:00:00+00:00,Islamabad,30.6,60,997.2,0.67,63.3,77.5,996.0,52.7,10.6,58.0,134
2026-07-05 18:00:00+00:00,Islamabad,31.3,57,997.6,0.7,64.0,79.4,738.0,36.1,9.7,71.0,135
2026-07-05 19:00:00+00:00,Islamabad,30.0,62,997.9,0.73,62.9,78.7,597.0,27.3,9.0,79.0,136
2026-07-05 20:00:00+00:00,Islamabad,29.4,62,998.3,1.37,60.8,76.4,495.0,20.9,8.4,86.0,137
2026-07-05 21:00:00+00:00,Islamabad,29.3,58,998.7,1.97,59.4,74.5,426.0,16.2,7.9,92.0,138
2026-07-05 22:00:00+00:00,Islamabad,29.1,62,998.7,2.04,58.3,72.2,394.0,13.3,7.6,95.0,140
2026-07-05 23:00:00+00:00,Islamabad,28.5,70,998.9,1.86,56.5,69.8,396.0,12.1,7.4,97.0,141
2026-07-06 00:00:00+00:00,Islamabad,28.3,75,999.5,1.73,63.8,79.4,415.0,13.4,8.2,88.0,143
2026-07-06 01:00:00+00:00,Islamabad,28.3,77,999.7,1.87,62.2,75.4,459.0,13.2,9.5,105.0,145
2026-07-06 02:00:00+00:00,Islamabad,29.7,70,1000.4,1.66,64.7,83.8,520.0,12.8,11.2,128.0,148
2026-07-06 03:00:00+00:00,Islamabad,30.5,68,1000.6,1.95,68.9,94.3,560.0,11.7,12.5,149.0,150
2026-07-06 04:00:00+00:00,Islamabad,31.7,64,1000.4,2.07,68.9,94.8,559.0,9.4,13.0,166.0,151
2026-07-06 05:00:00+00:00,Islamabad,32.6,60,1000.3,2.21,67.8,91.7,536.0,6.4,13.0,181.0,151
2026-07-06 06:00:00+00:00,Islamabad,33.0,57,1000.6,3.07,64.5,86.8,514.0,4.3,12.7,190.0,151
2026-07-06 07:00:00+00:00,Islamabad,33.3,55,1000.2,2.28,60.5,82.2,493.0,3.4,11.7,189.0,152
2026-07-06 08:00:00+00:00,Islamabad,32.7,57,1000.0,1.24,55.3,75.2,473.0,3.3,10.3,182.0,152
2026-07-06 09:00:00+00:00,Islamabad,33.5,55,998.8,1.48,51.3,69.6,476.0,4.2,9.4,175.0,152
2026-07-06 10:00:00+00:00,Islamabad,33.3,58,998.4,1.45,53.0,72.4,495.0,4.9,9.2,173.0,154
2026-07-06 11:00:00+00:00,Islamabad,33.6,57,997.8,1.45,50.3,68.5,536.0,6.4,9.5,171.0,162
2026-07-06 12:00:00+00:00,Islamabad,33.0,53,997.8,1.87,61.0,87.5,642.0,9.0,10.4,157.0,165
2026-07-06 13:00:00+00:00,Islamabad,31.4,64,998.2,1.56,59.8,82.7,880.0,19.8,9.6,134.0,164
2026-07-06 14:00:00+00:00,Islamabad,30.4,69,998.4,1.62,56.1,68.2,1182.0,34.7,8.4,101.0,156
2026-07-06 15:00:00+00:00,Islamabad,29.7,73,998.5,1.07,56.2,65.4,1394.0,45.2,7.5,76.0,154
2026-07-06 16:00:00+00:00,Islamabad,29.1,74,999.0,1.22,56.8,65.4,1460.0,47.1,7.1,66.0,154
2026-07-06 17:00:00+00:00,Islamabad,28.6,76,999.5,0.93,56.9,62.6,1436.0,44.6,7.0,63.0,153
2026-07-06 18:00:00+00:00,Islamabad,27.5,79,1000.4,0.21,54.4,61.0,1325.0,42.4,6.8,59.0,153
2026-07-06 19:00:00+00:00,Islamabad,26.9,81,1000.3,0.43,55.1,62.4,1074.0,43.0,6.2,48.0,153
2026-07-06 20:00:00+00:00,Islamabad,26.6,81,1000.4,0.52,56.6,65.0,736.0,43.8,5.6,36.0,153
2026-07-06 21:00:00+00:00,Islamabad,26.5,80,1000.6,0.4,56.2,63.3,482.0,41.5,5.1,34.0,153
2026-07-06 22:00:00+00:00,Islamabad,26.4,79,1000.5,0.76,52.3,60.5,376.0,32.8,4.8,49.0,152
2026-07-06 23:00:00+00:00,Islamabad,26.1,81,1000.6,0.7,26.3,31.2,353.0,21.1,4.8,74.0,152
2026-07-07 00:00:00+00:00,Islamabad,25.9,73,1001.0,1.87,62.2,69.8,385.0,56.1,7.1,13.0,151
2026-07-07 01:00:00+00:00,Islamabad,25.6,78,1000.8,1.14,61.2,68.2,499.0,48.3,8.1,39.0,151
2026-07-07 02:00:00+00:00,Islamabad,27.6,69,1001.5,1.43,60.8,67.8,667.0,37.2,9.6,75.0,151
2026-07-07 03:00:00+00:00,Islamabad,27.7,65,1001.9,1.61,54.1,70.1,778.0,27.1,12.0,112.0,151
2026-07-07 04:00:00+00:00,Islamabad,29.3,59,1001.4,0.71,59.6,80.1,778.0,19.1,16.3,148.0,151
2026-07-07 05:00:00+00:00,Islamabad,31.0,55,1000.7,0.07,64.0,86.4,720.0,12.0,21.4,185.0,150
2026-07-07 06:00:00+00:00,Islamabad,32.2,51,1000.0,0.8,67.1,90.3,654.0,7.0,24.2,210.0,150
2026-07-07 07:00:00+00:00,Islamabad,34.1,45,999.2,2.08,68.9,95.0,582.0,4.6,22.5,218.0,150
2026-07-07 08:00:00+00:00,Islamabad,34.9,43,997.7,1.7,66.4,92.9,501.0,4.3,18.4,216.0,151
2026-07-07 09:00:00+00:00,Islamabad,35.5,41,996.7,2.25,64.3,92.2,455.0,4.8,15.0,210.0,151
2026-07-07 10:00:00+00:00,Islamabad,35.5,40,996.1,3.0,62.4,90.8,391.0,1.9,13.4,207.0,157
2026-07-07 11:00:00+00:00,Islamabad,35.0,41,995.8,3.05,60.3,89.4,361.0,0.0,12.5,200.0,178
2026-07-07 12:00:00+00:00,Islamabad,35.1,42,995.2,2.46,36.7,55.3,566.0,9.3,10.5,167.0,192
2026-07-07 13:00:00+00:00,Islamabad,34.0,45,995.2,1.91,38.5,53.2,1258.0,35.0,11.0,126.0,195
2026-07-07 14:00:00+00:00,Islamabad,32.5,56,995.8,0.25,44.6,58.7,2185.0,70.4,11.7,70.0,185
2026-07-07 15:00:00+00:00,Islamabad,30.7,57,996.5,0.92,50.8,66.1,2790.0,96.3,12.2,28.0,163
2026-07-07 16:00:00+00:00,Islamabad,29.9,60,997.3,1.41,58.8,75.2,2794.0,105.7,12.4,11.0,150
2026-07-07 17:00:00+00:00,Islamabad,28.9,64,997.9,1.3,63.3,77.5,2477.0,105.5,12.5,7.0,150
2026-07-07 18:00:00+00:00,Islamabad,29.1,62,998.0,1.11,61.5,73.3,2116.0,98.0,12.3,12.0,150
2026-07-07 19:00:00+00:00,Islamabad,28.0,66,997.9,1.22,58.3,70.1,1764.0,79.3,11.6,29.0,151
2026-07-07 20:00:00+00:00,Islamabad,27.7,64,998.5,1.23,53.8,65.7,1369.0,53.2,10.6,55.0,151
2026-07-07 21:00:00+00:00,Islamabad,27.7,64,998.7,1.01,50.1,61.2,1052.0,33.1,9.8,74.0,151
2026-07-07 22:00:00+00:00,Islamabad,27.6,66,998.7,0.95,47.3,57.2,865.0,25.0,9.0,76.0,150
2026-07-07 23:00:00+00:00,Islamabad,27.4,67,998.9,0.97,44.9,53.9,757.0,22.9,8.4,72.0,150
2026-07-08 00:00:00+00:00,Islamabad,25.8,81,997.9,0.86,52.5,63.1,688.0,23.2,7.7,65.0,151
2026-07-08 01:00:00+00:00,Islamabad,26.2,84,998.6,1.42,50.8,60.8,662.0,22.5,8.8,86.0,151
2026-07-08 02:00:00+00:00,Islamabad,29.1,69,999.0,0.18,50.3,60.3,675.0,21.3,10.4,115.0,150
2026-07-08 03:00:00+00:00,Islamabad,31.0,58,999.1,1.46,54.9,71.2,684.0,19.1,12.2,144.0,150
2026-07-08 04:00:00+00:00,Islamabad,31.4,57,998.8,0.96,63.3,82.4,674.0,14.9,14.5,172.0,150
2026-07-08 05:00:00+00:00,Islamabad,33.7,50,998.3,1.05,68.2,88.5,660.0,9.7,16.9,199.0,150
2026-07-08 06:00:00+00:00,Islamabad,34.1,42,998.8,3.26,72.4,95.2,633.0,5.8,18.1,217.0,150
2026-07-08 07:00:00+00:00,Islamabad,33.0,48,999.0,3.09,66.8,87.3,581.0,4.3,17.0,222.0,150
2026-07-08 08:00:00+00:00,Islamabad,34.3,46,998.1,2.26,60.3,78.7,518.0,4.2,14.6,219.0,150
2026-07-08 09:00:00+00:00,Islamabad,35.1,43,997.2,1.85,55.8,72.9,476.0,4.8,12.6,212.0,157
2026-07-08 10:00:00+00:00,Islamabad,35.5,41,996.7,2.18,51.8,68.0,463.0,3.7,11.5,206.0,177
2026-07-08 11:00:00+00:00,Islamabad,35.4,40,996.1,1.66,49.0,64.5,470.0,3.3,10.8,197.0,191
2026-07-08 12:00:00+00:00,Islamabad,33.4,44,996.3,3.17,75.2,91.7,512.0,11.5,13.4,194.0,200
2026-07-08 13:00:00+00:00,Islamabad,32.4,48,997.1,2.65,73.6,88.0,617.0,20.4,12.4,169.0,201
2026-07-08 14:00:00+00:00,Islamabad,30.1,57,997.8,2.92,77.5,86.4,755.0,32.8,10.9,135.0,198
2026-07-08 15:00:00+00:00,Islamabad,28.2,68,998.6,1.3,73.8,82.4,850.0,41.8,9.7,107.0,185
2026-07-08 16:00:00+00:00,Islamabad,27.4,73,999.3,0.76,70.3,76.4,864.0,44.4,9.2,92.0,167
2026-07-08 17:00:00+00:00,Islamabad,27.1,75,999.6,0.6,67.5,74.0,836.0,43.8,8.9,82.0,153
2026-07-08 18:00:00+00:00,Islamabad,26.8,73,1000.2,0.35,69.6,76.4,797.0,42.6,8.1,73.0,154
2026-07-08 19:00:00+00:00,Islamabad,25.9,75,1000.3,0.71,70.1,76.1,757.0,41.8,6.1,60.0,154
2026-07-08 20:00:00+00:00,Islamabad,25.3,76,1000.1,0.66,76.1,81.5,706.0,40.6,3.6,48.0,154
2026-07-08 21:00:00+00:00,Islamabad,25.0,78,1000.2,0.76,79.9,85.4,658.0,38.9,1.7,38.0,155
2026-07-08 22:00:00+00:00,Islamabad,24.9,78,999.7,0.7,80.1,85.7,593.0,36.8,0.3,29.0,156
2026-07-08 23:00:00+00:00,Islamabad,24.9,78,999.7,0.55,78.9,84.3,531.0,34.2,0.0,24.0,157
2026-07-09 00:00:00+00:00,Islamabad,24.6,85,999.5,0.78,87.8,94.1,533.0,55.6,3.0,9.0,158
2026-07-09 01:00:00+00:00,Islamabad,25.0,85,999.6,0.96,86.6,91.5,675.0,49.0,6.4,39.0,159
2026-07-09 02:00:00+00:00,Islamabad,26.9,71,999.8,0.68,83.4,87.1,882.0,39.5,11.2,82.0,160
2026-07-09 03:00:00+00:00,Islamabad,28.5,65,999.6,1.19,62.2,72.6,997.0,30.4,15.4,124.0,161
2026-07-09 04:00:00+00:00,Islamabad,30.2,60,999.3,1.99,56.2,70.5,927.0,22.0,18.5,166.0,161
2026-07-09 05:00:00+00:00,Islamabad,31.7,53,998.8,2.26,59.6,75.9,765.0,13.8,21.0,208.0,161
2026-07-09 06:00:00+00:00,Islamabad,32.3,49,999.4,2.53,62.2,78.7,628.0,7.9,21.9,235.0,160
2026-07-09 07:00:00+00:00,Islamabad,33.1,46,999.2,2.66,61.9,79.6,554.0,5.2,20.0,239.0,160
2026-07-09 08:00:00+00:00,Islamabad,33.8,44,998.5,2.8,59.4,78.5,506.0,4.7,16.6,229.0,160
2026-07-09 09:00:00+00:00,Islamabad,34.2,42,998.1,2.78,56.7,76.8,488.0,5.0,13.9,218.0,160
2026-07-09 10:00:00+00:00,Islamabad,34.4,42,997.8,2.33,55.1,76.1,478.0,4.2,13.0,213.0,177
2026-07-09 11:00:00+00:00,Islamabad,34.4,43,997.3,2.15,52.7,74.0,499.0,4.2,12.8,208.0,198
2026-07-09 12:00:00+00:00,Islamabad,34.2,44,997.1,2.33,45.2,63.3,627.0,9.2,12.0,184.0,205
2026-07-09 13:00:00+00:00,Islamabad,33.1,48,997.2,2.33,48.0,63.6,989.0,23.1,12.2,155.0,206
2026-07-09 14:00:00+00:00,Islamabad,31.1,55,997.8,1.2,53.8,68.7,1458.0,42.5,12.4,114.0,202
2026-07-09 15:00:00+00:00,Islamabad,29.9,58,998.5,1.11,58.2,72.2,1731.0,58.3,12.5,79.0,186
2026-07-09 16:00:00+00:00,Islamabad,28.9,62,999.5,1.11,60.8,74.5,1633.0,68.8,12.3,55.0,161
